trial,pilot_s,C_band,C_growth,C_theta1_x4,C_theta1_x6,F_field_slack,F_slack,F_trust,K_field,P_k
53,63515.5,0.7468566608437243,1.1989594291250116,21.813343767046252,17.710314836787497,1.044687266262352,1.3320422439865587,1.8793855355758498,2,2.7656907101516808
54,65726.6,0.7441875606075412,1.288500755187675,23.40106356191903,17.40971031790214,1.2806820900773346,1.3315541059711433,1.8656959221671168,4,2.483265333983408
55,66437.9,0.7660139574275093,1.203048420183237,22.884385910443218,11.433977048415128,1.0752907063949488,1.3089520757756814,1.4603725833437464,10,2.895300402553962
56,63514.9,0.8013818540750686,1.0435748852764417,22.00518583039254,14.897094049798964,1.027780785311648,1.2727349211240726,1.9529725023558628,2,3.32655648513788
57,65224.6,0.7950409197370736,1.0254183749865955,24.49306544887762,15.17122630779417,1.0218256102940397,1.243867795911692,1.9681255453794377,16,3.2474070764777068
58,64564.9,0.8247356416413116,1.0642400927387174,20.6950329773451,16.11530619299257,1.0287903922239263,1.2727680916648285,1.6349548824429798,5,3.6833449006529255
59,64323.0,0.8649217002866608,1.0110829563453472,22.31973032163414,8.163030005749224,1.0868649053436894,1.2337022707635081,1.9451322414844987,3,3.1919064326787567
60,63420.6,0.7724388678226541,1.4484395624634503,24.898616792582416,14.540416720570043,1.0415432111507665,1.2997359636649346,1.8176461648383726,2,2.3105250654376803
61,63515.5,0.7801226786175995,1.4420813397276273,23.142025147430008,12.065624731243577,1.0358968769553123,1.303725520296402,1.9756151427531445,2,2.3092214812858964
62,63515.5,0.8063484247395042,1.6252263275695453,24.88525474927377,14.216007805009006,1.020285227015487,1.2947893346861499,1.809663285316266,2,3.5243791936163325
63,64154.3,0.7746197530635632,1.551154542981181,24.342612662281695,16.732116677596192,1.0441792162879266,1.2122987402423238,1.7497507637841605,3,2.9317982742223774
64,64092.0,0.7260303618416719,1.1141990653886518,23.63537709661187,15.704019059232902,1.0674380807357693,1.2668256920549779,1.9125326396573734,4,3.9854738153289797
65,63514.9,0.7598380608981332,1.3423781807852575,22.84482495079069,13.500760638618141,1.0588863735999952,1.2517350829987473,1.9984670794455526,2,2.6427277185580365
66,64483.0,0.7916381097944706,1.3426507438998565,21.436835149952948,13.541711783387912,1.0343752362002823,1.2537176798978216,1.9369446382138518,3,2.0290136927230162
67,63433.5,0.6918375797239691,1.3718401740642334,22.707282274942127,14.47175393315468,1.061515988444553,1.233138643416508,1.9958911429548936,2,2.395180992142797
68,64236.9,0.6297725920572639,1.3781442785969225,22.530766361793923,14.633986581721725,1.0607898909210314,1.2379802133342954,1.9972795503515761,3,2.4078608665285275
69,63514.8,0.6859882630340078,1.5083216773130648,19.324238273219798,10.657118795052238,1.0479327806613552,1.2745976822839296,1.9704209937934636,2,2.651438346614481
70,64513.5,0.6505401621641522,1.5121751657660794,19.52807571108165,10.805468261592349,1.0512263653197542,1.2748807708889094,1.3628421176888936,3,2.1174595841381274
71,63471.4,0.6884544332535674,1.4493426902092177,20.193544713730454,12.572207137510963,1.0421418817519814,1.2504828524580314,1.9644282432004947,2,2.732511570273026
72,63516.1,0.6908213856941251,1.4434764494053438,20.523107110628573,12.85034573715096,1.0734859797057656,1.257462744821327,1.9678717765313234,2,2.6791605760235413
73,63318.0,0.6792661198009249,1.5044560721342763,18.760786612731668,10.290567464547946,1.044340522616623,1.2947188989805634,1.9249629255672656,2,1.8154577689689235
74,64284.6,0.655988849204832,1.605659532723823,20.2679421315231,11.559176339433193,1.0429067132028227,1.2980895888709616,1.996754931243902,3,1.7607020382559535
75,65663.5,0.6019943590999406,1.460783760167169,18.551202759112506,10.112068490471666,1.061128008511751,1.5600815683244633,1.9228621953784952,2,1.8877986907624407
76,64037.0,0.6733071726171295,1.7332321867173475,17.66601580819956,12.402474808087694,1.0527593539999347,1.3216400051704147,1.8891037974289617,4,1.4763507087619672
77,63516.9,0.6827088816657058,1.5099746216705032,19.124535669210516,9.40128067640644,1.0275117200412622,1.288850512168162,1.9667858448269817,2,2.379412873504963
78,64457.2,0.6680247750624153,1.4126008507851062,16.598264694213864,10.524533360523396,1.0408488284079993,1.263309605159606,1.928550522034366,3,2.197442275723335
79,64090.2,0.6905974565846739,1.480621554139445,21.079978970675725,13.54104701247822,1.0484570211427582,1.2766759810954782,1.8841810625778321,4,1.2219071562819577
